Lat,Long,Satellite,Time_UTC,Date,Source,PROVINSI,KAB_KOTA,kec2006,desaa2006,nama_kaw
-3.19,105.175,NOAA19,7:12:33 AM,20160904,ASMC,SUMATERA SELATAN,OGAN KOMERING ILIR,PAMPANGAN,DARAT,
0.63,109.26,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,LANDAK,MENJALIN,NANGKA,
0.41,109.61,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,LANDAK,SENGAH TEMILA,PAHAUMAN,
0.26,109.71,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,LANDAK,SEBANGKI,KUMPANG TENGAH,
-0.1,110.82,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,SEKADAU,SEKADAU HILIR,PENITI,
-0.03,110.735,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,SANGGAU,SANGGAU KAPUAS,PENYELADI HULU,
-0.13,110.85,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,SEKADAU,SEKADAU HULU,TINTING BOYOK,
-0.47,109.99,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,SANGGAU,TOBA,BAGAN ASAM,
-0.46,110.125,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,KETAPANG,SIMPANG HULU,SEKUCING LABAI,
-0.155,110.465,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,SANGGAU,MELIAU,KUALA BUAYAN,
-4.083,114.767,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN SELATAN,TANAHLAUT,PANYIPATAN,KANDANGAN LAMA,
-2.385,110.825,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,KETAPANG,MARAU,SUKARAJA,
-0.55,110.43,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,KETAPANG,SIMPANG HULU,BALAI PINANG,
-4.01,114.83,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN SELATAN,TANAHLAUT,JORONG,SABUHUR,
-3.735,115.33,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN SELATAN,TANAHBUMBU,SATUI,SUNGAI CUKA,
-7.06,106.645,NOAA19,7:12:33 AM,20160904,ASMC,JAWA BARAT,SUKABUMI,LENGKONG,LANGKAPJAYA,
-2.595,121.375,NOAA19,7:12:33 AM,20160904,ASMC,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,ASULI,
-6.09,106.67,NOAA19,7:12:33 AM,20160904,ASMC,BANTEN,TANGERANG,KOSAMBI,BELIMBING,
-0.13,110.82,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,SEKADAU,SEKADAU HULU,TINTING BOYOK,
-0.32,110.12,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,SANGGAU,TOBA,KAMPUNG BARU,
-0.25,110.18,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,SANGGAU,TOBA,BELUNGAI DALAM,
-2.46,110.96,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,KETAPANG,MANIS MATA,MANIS MATA,
-0.36,110.15,NOAA19,7:12:33 AM,20160904,ASMC,KALIMANTAN BARAT,SANGGAU,TOBA,TERAJU BARAT,
-1.97,105.72,NOAA19,7:04:22 AM,20160905,ASMC,BANGKA BELITUNG,BANGKA,TEMPILANG,PERS SIMPANG YUL,
0.573,110.917,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,BALAI SEBUT,
0.744,110.743,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SANGGAU,NOYAN,SEMONGAN,
0.7,111.08,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SEKADAU,BELITANG HULU,SEI ANTU HULU,
0.5,110.96,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,BALAI SEBUT,
0.65,110.995,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,KETORI,
0.59,110.865,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,TANGGUNG,
0.44,110.815,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,SEMOMBAT,
0.527,109.297,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,LANDAK,MENJALIN,LAMO ANAK,
0.26,110.86,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SEKADAU,MUKOK,LAYAK OMANG,
0.398,110.915,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,SAPE,
0.32,110.97,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,SAPE,
-0.57,116.26,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN TIMUR,KUTAI BARAT,JEMPANG,PULAI LANTING,
-2.595,121.375,NOAA19,7:04:22 AM,20160905,ASMC,SULAWESI SELATAN,LUWU TIMUR,TOWUTI,ASULI,
-2.22,112.56,NOAA19,7:04:22 AM,20160905,ASMC,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,MENTAYA HULU,TANGAR,
0.92,110.93,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU HULU,SENANING,
0.658,110.43,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,BEDUWAI,BERENG BERKAWAT,
0.82,109.93,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,LANDAK,AIR BESAR,TENGUWE,CA NIYUT PENRISSEN
0.81,116.54,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN TIMUR,KUTAI TIMUR,MUARA ANCALONG,LONG BENTUK,
0.493,110.932,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,BALAI SEBUT,
0.7,113.06,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,KAPUAS HULU,KALIS,NANGA KALIS,
0.43,110.955,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,SEMIRAU,
0.45,110.89,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,BALAI SEBUT,
0.47,110.935,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,BALAI SEBUT,
0.45,110.935,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,BALAI SEBUT,
-0.185,112.545,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SINTANG,SERAWAI,TONTANG,
0.467,110.88,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,BALAI SEBUT,
0.407,110.89,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,BALAI SEBUT,
0.395,111.024,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SEKADAU,BELITANG HILIR,SEMADU,
-0.083,111.65,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SINTANG,SUNGAI TEBELIAN,BAYA BETONG,
-0.17,112.57,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SINTANG,SERAWAI,KARYA JAYA,
0.375,111.135,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SEKADAU,BELITANG,NANGA ANSAR,
0.383,110.94,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,SAPE,
0.187,110.99,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SEKADAU,SEKADAU HILIR,TIMPUK,
0.34,110.835,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,TERATI,
-0.1,111.73,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SINTANG,DEDAI,SUNGAI MALI,
-0.31,112.305,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SINTANG,MENUKUNG,SUNGAI SAMPUK,
-0.684,110.742,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,KETAPANG,SANDAI,RANDAU,
-0.91,110.53,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,KETAPANG,SUNGAI LAUR,SEPOTONG,
-1.295,111.945,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN TENGAH,SERUYAN,SERUYAN HULU,RANTAU PANJANG,
-7.813,114.31,NOAA19,6:50:15 AM,20160906,ASMC,JAWA TIMUR,SITUBONDO,,,
-2.048,114.984,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN TENGAH,BARITO TIMUR,DUSUN TIMUR,SARAPAT (EX HARARA),
-2.99,115.275,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN SELATAN,TAPIN,PIANI,BARAMBAN,
-2.45,121.01,NOAA19,6:50:15 AM,20160906,ASMC,SULAWESI SELATAN,LUWU TIMUR,NUHA,PARUMPANAI,CA FARUHUMPENAI
-3.1,115.315,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN SELATAN,BANJAR,SUNGAI PINANG,BELIMBING BARU,
-3.36,115.26,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN SELATAN,BANJAR,SUNGAI PINANG,HAKIM MAKMUR,
-2.63,121.765,NOAA19,6:50:15 AM,20160906,ASMC,SULAWESI SELATAN,LUWU TIMUR,BUNGKU TENGAH,BAHOMOHONI,
-3.5,121.45,NOAA19,6:50:15 AM,20160906,ASMC,SULAWESI TENGGARA,KOLAKA TIMUR,ULUIWOI,ALAAHA,
-4.035,114.715,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN SELATAN,TANAHLAUT,PANYIPATAN,KANDANGAN LAMA,
-3.95,116.14,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN SELATAN,KOTABARU,P. LAUT SELATAN,TANJUNG LALAK SELATAN,
-1.83,121.11,NOAA19,6:50:15 AM,20160906,ASMC,SULAWESI TENGAH,MOROWALI UTARA,PETASIA,TAMAINUSI,
-3.16,120.125,NOAA19,6:50:15 AM,20160906,ASMC,SULAWESI SELATAN,LUWU,BASSESANGTEMPE,DAMPAN,
-5.36,119.55,NOAA19,6:50:15 AM,20160906,ASMC,SULAWESI SELATAN,TAKALAR,POLOBANGKENG UTARA,TIMBUSENG,
-3.9,119.91,NOAA19,6:50:15 AM,20160906,ASMC,SULAWESI SELATAN,SIDENRENGRAPPANG,SIDENRENG,TALUMAE,
0.4,110.72,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,TUNGGUL BOYOK,
0.357,110.867,NOAA19,6:50:15 AM,20160906,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,TERATI,
0.51,111.068,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,SEKADAU,BELITANG HULU,SEI TAPAH,
0.85,114.93,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN TIMUR,MAHAKAM ULU,LONG PAHANGAI,LIU MULANG,
1.98,117.21,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN TIMUR,BERAU,SEGAH,UPT MALINAU SEGAH VIIIC/C3,
2.62,117.57,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN UTARA,BULUNGAN,TANJUNG PALAS,SAJAU,
2.65,117.53,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN UTARA,BULUNGAN,TANJUNG PALAS,SAJAU,
3.51,116.79,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN UTARA,TANA TIDUNG,SESAYAP,RIAN,
-1.022,110.5,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,KETAPANG,SUNGAI LAUR,RIAM BUNUT,
-0.544,110.182,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,KETAPANG,SIMPANG HULU,BALAI PINANG,
-0.45,111.995,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,MELAWI,ELLA HILIR,NANGA ELLA HILIR,
-0.165,116.69,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,MUARA KAMAN,MUARA KAMAN ILIR,
0.16,110.665,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,SANGGAU,SANGGAU KAPUAS,MANGKIANG,
0.165,111.065,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,SEKADAU,BELITANG HILIR,SUNGAI AYAK III,
0.185,110.885,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,SEKADAU,MUKOK,LAYAK OMANG,
0.26,110.9,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,SEKADAU,MUKOK,LAYAK OMANG,
0.274,110.806,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,SELAMPUNG,
0.453,110.935,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,BALAI SEBUT,
0.48,116.015,NOAA19,6:39:29 AM,20160907,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,TABANG,MUARA RITAN,
-1.875,111.66,NOAA19,6:30:19 AM,20160908,ASMC,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,ARUT UTARA,NANGA MUA,
-3.13,122.025,NOAA19,6:30:19 AM,20160908,ASMC,SULAWESI TENGGARA,KONAWE UTARA,ASERA,TETEWATU,
-1.525,120.38,NOAA19,6:30:19 AM,20160908,ASMC,SULAWESI TENGAH,POSO,LORE UTARA,TAMADUE,
-1.15,102.785,NOAA19,7:55:43 AM,20160909,ASMC,JAMBI,TANJUNGJABUNG BARAT,MERLUNG,SUNGAI ROTAN,
-2.34,120.73,NOAA19,6:20:17 AM,20160909,ASMC,SULAWESI SELATAN,LUWU TIMUR,MANGKUTANA,WONOREJO,
-2.545,103.655,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,BATANGHARI LEKO,LUBUK BUAH,
-2.74,103.81,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,SEKAYU,BANDAR JAYA,
-2.99,104.38,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,BANYUASIN,RANTAU BAYUR,LEBUNG,
-2.85,103.045,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,MUSIRAWAS,MEGANG SAKTI,MEKARSARI,
-3.28,103.71,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,TALANG UBI,BENAKAT MINYAK,
-3.3,104.015,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,TALANG UBI,SINAR DEWA,
-3.19,103.33,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,MUSIRAWAS,MUARA KELINGI,BINJAI,
-3.38,103.835,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,MUARAENIM,GUNUNG MEGANG,PAGAR JATI,
-4.04,103.91,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,OGAN KOMERING ULU,PENGANDONAN,GUNUNG LIWAT,
-3.87,104.055,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,MUARAENIM,LUBAI,LECAH,
-2.49,103.24,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,BATANGHARI LEKO,SAKO SUBAN,
-2.69,121.3,NOAA19,6:20:17 AM,20160909,ASMC,SULAWESI SELATAN,LUWU TIMUR,NUHA,TABARANO,
-3.18,103.705,NOAA19,7:55:43 AM,20160909,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,SUNGAI KERUH,SETIA JAYA,
4.64,96.87,NOAA19,7:44:53 AM,20160910,ASMC,ACEH,ACEH TENGAH,BUKIT,REJE GURU,
2.02,99.09,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA UTARA,TAPANULI UTARA,TARUTUNG,SIDAGAL,
1.47,100.53,NOAA19,7:44:53 AM,20160910,ASMC,RIAU,ROKAN HILIR,KECAMATAN PUJUD,TANJUNG MEDAN,
1.48,99.34,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA UTARA,TAPANULI SELATAN,PADANG SIDEMPUAN TIMUR,PARGARUTAN JULU,
-3.44,103.905,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA SELATAN,MUARAENIM,GUNUNG MEGANG,TANJUNG MUNING,
-1.963,105.243,NOAA19,7:44:53 AM,20160910,ASMC,BANGKA BELITUNG,BANGKA BARAT,MENTOK,AIR BELO,
-1.845,105.43,NOAA19,7:44:53 AM,20160910,ASMC,BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,AIRNYATOH,
-1.81,104.14,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA SELATAN,BANYUASIN,BAYUNG LENCIR,PULAI GADING,
-1.97,105.28,NOAA19,7:44:53 AM,20160910,ASMC,BANGKA BELITUNG,BANGKA BARAT,MENTOK,AIRLIMAU,
-3.39,103.865,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA SELATAN,MUARAENIM,GUNUNG MEGANG,LUBUK MUMPO,
-3.22,103.34,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA SELATAN,MUSIRAWAS,BTS ULU ( CECAR ),TAMBANGAN,
-2.33,103.46,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,BAYUNG LENCIR,SINAR HARAPAN UPT D 2,
-2.01,105.36,NOAA19,7:44:53 AM,20160910,ASMC,BANGKA BELITUNG,BANGKA BARAT,SIMPANG TERITIP,MAYANG,
-2.82,103.98,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,SUNGAI LILIN,SUPAT,
-2.69,106.49,NOAA19,7:44:53 AM,20160910,ASMC,BANGKA BELITUNG,BANGKA SELATAN,AIR GEGAS,PERS TEPUS,
-2.27,103.425,NOAA19,7:44:53 AM,20160910,ASMC,JAMBI,BATANGHARI,MUARA BULIAN,BUNGKU,
-2.96,107.96,NOAA19,7:44:53 AM,20160910,ASMC,BANGKA BELITUNG,BELITUNG TIMUR,DENDANG,JANGKANG,
-2.93,107.98,NOAA19,7:44:53 AM,20160910,ASMC,BANGKA BELITUNG,BELITUNG TIMUR,GANTUNG,LINTANG,
-3.2,105.16,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA SELATAN,OGAN KOMERING ILIR,PAMPANGAN,DARAT,
-3.08,107.97,NOAA19,7:44:53 AM,20160910,ASMC,BANGKA BELITUNG,BELITUNG TIMUR,DENDANG,SIMPANG PESAK,
-2.94,107.96,NOAA19,7:44:53 AM,20160910,ASMC,BANGKA BELITUNG,BELITUNG TIMUR,DENDANG,NYURUK,
-3.683,105.277,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA SELATAN,OGAN KOMERING ILIR,PEMATANG PANGGANG,SUNGAI TEPUK,
-3.42,103.885,NOAA19,7:44:53 AM,20160910,ASMC,SUMATERA SELATAN,MUARAENIM,GUNUNG MEGANG,LUBUK MUMPO,
-0.01,100.515,NOAA19,7:33:18 AM,20160911,ASMC,SUMATERA BARAT,LIMAPULUHKOTO,BUKIT BARISAN,TIGO SAKATO MAHEK,
-1.65,105.93,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA,BELINYU,GUNUNG MUDA,
-0.17,101.72,NOAA19,7:33:18 AM,20160911,ASMC,RIAU,PELALAWAN,KECAMATAN PANGKALAN KURAS,SEGATI,TN TESSO NILO
-2.01,105.625,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA,KELAPA,KAYUARANG,
-1.99,105.705,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA,TEMPILANG,PERS SIMPANG YUL,
-1.89,105.55,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA BARAT,KELAPA,PERS TERENTANG,
-2.225,102.685,NOAA19,7:33:18 AM,20160911,ASMC,JAMBI,SAROLANGUN,SAROLANGUN,DUSUN SAROLANGUN,
-2.71,106.12,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA SELATAN,PAYUNG,BEDENGUNG,
-2.37,103.14,NOAA19,7:33:18 AM,20160911,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,BATANGHARI LEKO,SAKO SUBAN,
-2.3,102.655,NOAA19,7:33:18 AM,20160911,ASMC,JAMBI,SAROLANGUN,SAROLANGUN,B E R N A I,
-2.47,106.05,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA TENGAH,SUNGAI SELAN,KEMINGKING,
-2.66,107.92,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BELITUNG TIMUR,KELAPA KAMPIT,CENDIL,
-2.63,106.34,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA SELATAN,AIR GEGAS,NANGKA,
-2.67,106,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA SELATAN,SIMPANG RIMBA,GUDANG,
-2.8,106.49,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA SELATAN,AIR GEGAS,BENCAH,
-2.78,106.34,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA SELATAN,AIR GEGAS,BENCAH,
-2.855,107.78,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BELITUNG,BADAU,BADAU,
-3.05,107.725,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BELITUNG,MEMBALONG,KEMBIRI,
-2.94,108.01,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BELITUNG TIMUR,GANTUNG,LINTANG,
-2.91,107.865,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BELITUNG TIMUR,DENDANG,NYURUK,
-3.13,107.69,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BELITUNG,MEMBALONG,MEMBALONG,
-3.09,107.98,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BELITUNG TIMUR,DENDANG,SIMPANG PESAK,
-3.14,104.01,NOAA19,7:33:18 AM,20160911,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL,MANGKUNEGARA,
-4.3,104.77,NOAA19,7:33:18 AM,20160911,ASMC,LAMPUNG,WAYKANAN,PAKUAN RATU,PAKUAN RATU,
0.62,109.305,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,LANDAK,MENJALIN,RABA,
0.64,111.56,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU TENGAH,TANJUNG SARI,
0.63,109.93,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,LANDAK,NGABANG,MUUN,
0.41,110.23,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,SANGGAU,TAYAN HULU,RIYAI,
0.31,110.87,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,SAPE,
0.34,109.71,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,LANDAK,SENGAH TEMILA,ANDENG,
0.35,109.75,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,LANDAK,SENGAH TEMILA,TONANG,
0.23,109.59,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,LANDAK,SEBANGKI,SEI SEGAK,
-0.71,110.485,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,SUNGAI LAUR,SUKARAMAI,
-1.77,110.01,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,MATAN HILIR UTARA,SUNGAI AWAN KANAN,
-0.19,110.08,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,SANGGAU,TOBA,SANSAT,
0.13,110.865,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,SEKADAU,MUKOK,SEI MAWANG,
0.18,110.85,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,SEKADAU,MUKOK,TRIMULYO,
-0.38,110.12,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,SANGGAU,TOBA,BAGAN ASAM,
-0.55,110.015,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,SIMPANG HULU,SEKUCING LABAI,
-0.43,110.54,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,SIMPANG HULU,KUALAN HULU,
-0.68,112.66,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN TENGAH,KATINGAN,MARIKIT,SEBAUNG,TN BUKIT BAKA BUKIT RAYA
-1.14,110.585,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,SANDAI,RANDAU,
-2.03,110.96,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,JELAI HULU,PENYARANG,
-2,110.73,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,JELAI HULU,TANGGERANG,
-2.07,111.325,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN TENGAH,SUKAMARA,BALAI RIAM,KENAWAN,
-1.89,111.66,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,ARUT UTARA,NANGA MUA,
-1.81,110.63,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,TUMBANG TITI,TUMBANG TITI,
-1.803,111.627,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,ARUT UTARA,GANDIS,
-1.775,111.095,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN TENGAH,LAMANDAU,DELANG,RIAM PENAHAN,
-1.99,110.59,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,MARAU,BELABAN,
-2.2,110.885,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN BARAT,KETAPANG,MANIS MATA,TERUSAN,
-2.14,111.13,NOAA19,7:33:18 AM,20160911,ASMC,KALIMANTAN TENGAH,SUKAMARA,BALAI RIAM,PEMPANING,
-7.82,114.4,NOAA19,7:33:18 AM,20160911,ASMC,JAWA TIMUR,SITUBONDO,,,TN BALURAN
-1.7,105.815,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BANGKA,BELINYU,PERS RIDING PANJANG,
-2.62,107.71,NOAA19,7:33:18 AM,20160911,ASMC,BANGKA BELITUNG,BELITUNG,SIJUK,TANJUNG BINGA,
