Lat,Long,Satellite,Time_UTC,Date,Source,PROVINSI,KAB_KOTA,kec2006,desaa2006,nama_kaw
1.35,99.87,NOAA19,7:40:53 AM,20160623,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN TENGAH,PADANG GARUGUR JAE,
-3.03,104.9,NOAA19,7:40:53 AM,20160623,ASMC,SUMATERA SELATAN,BANYUASIN,RAMBUTAN,MENTEN,
-5.11,104.17,NOAA19,7:40:53 AM,20160623,ASMC,LAMPUNG,LAMPUNG BARAT,BATU BRAK,PEKON BALAK,TN BUKIT BARISAN SELATAN
-3.37,102.74,NOAA19,7:40:53 AM,20160623,ASMC,BENGKULU,REJANGLEBONG,PADANG ULAK TANDING,HUTAN,
-2.94,103.655,NOAA19,7:40:53 AM,20160623,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,BABAT TOMAN,BUMI AYU,
-2.89,101.56,NOAA19,7:40:53 AM,20160623,ASMC,BENGKULU,MUKO-MUKO,PUTRI HIJAU,HUTAN,
-1.25,101.42,NOAA19,7:40:53 AM,20160623,ASMC,SUMATERA BARAT,SOLOK SELATAN,SANGIR BATANGHARI,KURNIA MAJU,
-1.16,102.75,NOAA19,7:40:53 AM,20160623,ASMC,JAMBI,TANJUNGJABUNG BARAT,MERLUNG,SUNGAI ROTAN,
-0.89,101.71,NOAA19,7:40:53 AM,20160623,ASMC,SUMATERA BARAT,DHARMASRAYA,KUANTAN MUDIK,SUNGAI BESAR,
1.15,99.845,NOAA19,7:40:53 AM,20160623,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,HUTA NOPAN,
1.33,99.91,NOAA19,7:40:53 AM,20160623,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN TENGAH,AEK NABARA TONGA,
-3.3,102.36,NOAA19,7:40:53 AM,20160623,ASMC,BENGKULU,LEBONG,RIMBO PENGADANG,HUTAN,
-3.28,102.16,NOAA19,7:40:53 AM,20160623,ASMC,BENGKULU,BENGKULU UTARA,PADANG JAYA,SIDO MUKTI,
-3.17,104.47,NOAA19,7:40:53 AM,20160623,ASMC,SUMATERA SELATAN,MUARAENIM,GELUMBANG,GEDUNG BURUK,
-3.14,104.485,NOAA19,7:26:23 AM,20160624,ASMC,SUMATERA SELATAN,MUARAENIM,GELUMBANG,GEDUNG BURUK,
0.72,110.1,NOAA19,7:26:23 AM,20160624,ASMC,KALIMANTAN BARAT,LANDAK,KUALA BEHE,PAKU RAYA,
-4.64,104.89,NOAA19,7:26:23 AM,20160624,ASMC,LAMPUNG,LAMPUNG UTARA,BUNGA MAYANG,HADUYANG RATU,
-3.17,104.09,NOAA19,7:26:23 AM,20160624,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,PENUKAL,GUNUNG MENANG,
-8.03,111.705,NOAA19,7:26:23 AM,20160624,ASMC,JAWA TIMUR,TRENGGALEK,,,
-8.29,113.31,NOAA19,7:26:23 AM,20160624,ASMC,JAWA TIMUR,LUMAJANG,,,
-8.255,113.19,NOAA19,7:26:23 AM,20160624,ASMC,JAWA TIMUR,LUMAJANG,,,
1.322,99.86,NOAA19,7:04:03 AM,20160626,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN TENGAH,TANJUNG,
-3.23,103.96,NOAA19,7:04:03 AM,20160626,ASMC,SUMATERA SELATAN,PENUKAL ABAB LEMATANG ILIR,TALANG UBI,SUKAMAJU,
-0.3,110.1,NOAA19,7:04:03 AM,20160626,ASMC,KALIMANTAN BARAT,SANGGAU,TOBA,SANSAT,
0.63,117.44,NOAA19,7:04:03 AM,20160626,ASMC,KALIMANTAN TIMUR,KUTAI TIMUR,SENGATTA,MARGO MULYO,
-3.14,112.705,NOAA19,6:31:11 AM,20160629,ASMC,KALIMANTAN TENGAH,SERUYAN,SERUYAN HILIR,PEMATANG PANJANG,
-1.6,113.23,NOAA19,6:31:11 AM,20160629,ASMC,KALIMANTAN TENGAH,KATINGAN,PULAU MALAN,TUMBANG BANJANG,
4.08,97.34,NOAA19,8:10:41 AM,20160629,ASMC,ACEH,GAYOLUES,PINDING,GAJAH,
-0.02,100.93,NOAA19,8:10:41 AM,20160629,ASMC,RIAU,KAMPAR,KECAMATAN KAMPAR KIRI HULU,BATU SASAK,HL. BATANG ULAK II
0.59,101.3,NOAA19,8:10:41 AM,20160629,ASMC,RIAU,KAMPAR,KECAMATAN TAPUNG,PANTAI CERMIN,
0.95,99.85,NOAA19,8:10:41 AM,20160629,ASMC,SUMATERA UTARA,PADANG LAWAS,SOSA,HARANG JULU,
1.14,99.83,NOAA19,8:10:41 AM,20160629,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,BATANG BULU TANGGAL,
1.326,99.938,NOAA19,8:10:41 AM,20160629,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN TENGAH,AEK NABARA TONGA,
2.47,98.14,NOAA19,8:10:41 AM,20160629,ASMC,SUMATERA UTARA,PAKPAKBHARAT,SALAK,SIBAGINDAR,
2.89,98.575,NOAA19,8:10:41 AM,20160629,ASMC,SUMATERA UTARA,SIMALUNGUN,SILIMAKUTA,UJUNG SARIBU,
3.75,96.64,NOAA19,8:10:41 AM,20160629,ASMC,ACEH,ACEH BARAT DAYA,BABAH ROT,ALUE PEUNAWA,
5.52,95.77,NOAA19,7:59:25 AM,20160630,ASMC,ACEH,PIDIE,MUARA TIGA,PAPEUEN,
4.44,96.19,NOAA19,7:59:25 AM,20160630,ASMC,ACEH,ACEH BARAT,SAMATIGA,DEUAH,
4.21,96.21,NOAA19,7:59:25 AM,20160630,ASMC,ACEH,ACEH BARAT,ARONGAN LAMBALEK,TEUPIN PEURAHO,
4.5,97.08,NOAA19,7:59:25 AM,20160630,ASMC,ACEH,ACEH TENGAH,BINTANG,DEDAMAR,
2.92,98.56,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,SIMALUNGUN,SILIMAKUTA,SILIMAKUTA BARAT,
2.01,99.43,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,LONTUNG JAE I,
2.24,98.89,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,HUMBANG HASUNDUTAN,LINTONG NIHUTA,SIBARJULU,
2.32,99.47,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,TOBASAMOSIR,HABINSARAN,LUMBAN RAU UTARA,
1.135,99.87,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,BATANG BULU TANGGAL,
3.215,98.825,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,SIMALUNGUN,SILAU KAHEAN,NEGERI DOLOK,
1.153,99.817,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,SIBUHUAN JAE,
1.223,99.813,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,BT BULU JAE,
1.43,99.96,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,PADANG LAWAS UTARA,BARUMUN TENGAH,TANJUNG BARINGIN,
1.6,99.465,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,PADANG LAWAS UTARA,SAIPAR DOLOK HOLE,GUNUNG SALAMAT,
2.557,100.193,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,LABUHANBATU,PANAI HILIR,SEI LUMUT,
1.32,99.949,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN TENGAH,AEK NABARA TONGA,
0.59,101.31,NOAA19,7:59:25 AM,20160630,ASMC,RIAU,KAMPAR,KECAMATAN TAPUNG,RUMBAI BUKIT,
0.32,99.94,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA BARAT,PASAMAN BARAT,TALAMAU,HARAPAN TINGGAM,
-0.87,101.625,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA BARAT,DHARMASRAYA,KUANTAN MUDIK,PANGKALAN,
-0.865,101.705,NOAA19,7:59:25 AM,20160630,ASMC,RIAU,KUANTAN SINGINGI,KUANTAN MUDIK,IBUL,HL. BUKIT BATABUH LUBUK JAMBI
-0.84,101.65,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA BARAT,DHARMASRAYA,KUANTAN MUDIK,PANGKALAN,
-0.72,102.77,NOAA19,7:59:25 AM,20160630,ASMC,RIAU,INDRAGIRI HILIR,KECAMATAN KERITANG,KUALA KERITANG,
-0.57,100.7,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA BARAT,SOLOK,TALAWI,TALAWI MUDIAK,
-0.17,101.54,NOAA19,7:59:25 AM,20160630,ASMC,RIAU,KUANTAN SINGINGI,KECAMATAN LOGAS TANAH DARAT,KUANTAN SAKO,
-0.13,100.67,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA BARAT,LIMAPULUHKOTO,HARAU,PURWAJAYA,
-2.84,104.08,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,SUNGAI LILIN,UPT I SP2 BANDAR TENGGULANG,
-2.56,101.19,NOAA19,7:59:25 AM,20160630,ASMC,BENGKULU,MUKO-MUKO,MUKOMUKO UTARA,PONDOK BATU,
-2.21,100.98,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,LUNANG,
-1.49,101.975,NOAA19,7:59:25 AM,20160630,ASMC,JAMBI,BUNGO,MUKO-MUKO BATIN VII,TANJUNG AGUNG,
-1.34,101.425,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA BARAT,SOLOK SELATAN,SANGIR BATANGHARI,RANAH PANTAI CERMIN,
-1.05,100.81,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA BARAT,SOLOK,LEMBAH GUMANTI,SALIMPAT,
-0.92,101.9,NOAA19,7:59:25 AM,20160630,ASMC,RIAU,KUANTAN SINGINGI,KECAMATAN KUANTAN MUDIK,SUNGAI BESAR,HL. BUKIT BATABUH LUBUK JAMBI
1.22,102.02,NOAA19,7:59:25 AM,20160630,ASMC,RIAU,BENGKALIS,KECAMATAN SIAK KECIL,SUMBER JAYA,
2.047,99.333,NOAA19,7:59:25 AM,20160630,ASMC,SUMATERA UTARA,TAPANULI UTARA,GAROGA,PADANG SIANDOMANG,
1.18,101.035,NOAA19,7:59:25 AM,20160630,ASMC,RIAU,BENGKALIS,KECAMATAN PINGGIR,PETANI,
2.505,98.65,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,SAMOSIR,SIANJUR MULA MULA,BOHO,
2.8,97.92,NOAA19,7:47:21 AM,20160701,ASMC,ACEH,ACEH SINGKIL,SINGKOHOR,KAMPONG MUKTI HARAPAN,
3.175,98.785,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,SIMALUNGUN,SILAU KAHEAN,DOLOK MARAWA,
5.535,95.68,NOAA19,7:47:21 AM,20160701,ASMC,ACEH,ACEH BESAR,SEULIMEUM,UJONG KEUPULA,
5.47,95.765,NOAA19,7:47:21 AM,20160701,ASMC,ACEH,ACEH BESAR,LEMBAH SEULAWAH,SUKAMULIA,
4.205,96.415,NOAA19,7:47:21 AM,20160701,ASMC,ACEH,NAGANRAYA,SEUNAGAN TIMUR,SAPENG,
4.3,96.29,NOAA19,7:47:21 AM,20160701,ASMC,ACEH,ACEH BARAT,SAMATIGA,GAMPONG COT,
4.4,95.915,NOAA19,7:47:21 AM,20160701,ASMC,ACEH,ACEH BARAT,PANTAI CEUREMEN,PULO TEUNGOH MANYENG,
4.49,96.68,NOAA19,7:47:21 AM,20160701,ASMC,ACEH,ACEH TENGAH,PEGASING,WIH ILANG,
2.235,99.33,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,TOBASAMOSIR,HABINSARAN,LINTONG,
2.27,100.34,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,ROKAN HILIR,KECAMATAN PASIR LIMAU KAPAS,PASIR LIMAU KAPAS,
2.2,98.19,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,TAPANULI TENGAH,MANDUAMAS,PAGARAN NAULI,
2.27,98.72,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,HUMBANG HASUNDUTAN,POLLUNG,SIMANGARONSANG,
2.33,99.3,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,TOBASAMOSIR,HABINSARAN,LUMBAN BALIK,
2.47,98.115,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,PAKPAKBHARAT,SALAK,SIBAGINDAR,
0.11,100.98,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,KAMPAR,KECAMATAN XIII KOTO KAMPAR,BALUNG,
1.94,99.345,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,TAPANULI UTARA,SAIPAR DOLOK HOLE,GALANGGANG,
1.95,101.62,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,BENGKALIS,KECAMATAN RUPAT,HUTAN PANJANG,
1.98,100.49,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,ROKAN HILIR,KECAMATAN KUBU,TANJUNG LEBAN,
2.12,99.02,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,TAPANULI UTARA,SIBORONG-BORONG,BAHAL BATU III,
2.22,99.665,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,LABUHANBATU UTARA,NA IX-X,SILUMAJANG,
2.22,98.69,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,HUMBANG HASUNDUTAN,DOLOK SANGGUL,SOSOR TAMBOK,
1.87,100.65,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,ROKAN HILIR,KECAMATAN BAGAN SINEMBAH,TELUK NILAP,
1.88,100.8,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,ROKAN HILIR,KECAMATAN BANGKO PUSAKO,TELUK BANO II,
1.895,98.715,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,TAPANULI TENGAH,KOLANG,PASAR ONAN HURLANG,
-0.29,101.9,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,PELALAWAN,KECAMATAN UKUI,LUBUK KEMBANG BUNGA,TN TESSO NILO
-0.28,101.88,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,PELALAWAN,KECAMATAN UKUI,LUBUK KEMBANG BUNGA,TN TESSO NILO
-0.09,101.13,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,KAMPAR,KECAMATAN KAMPAR KIRI,TELUK PAMAN,
1.04,99.355,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,TAPANULI SELATAN,BATANG ANGKOLA,JANJI MAULI SM,
1.11,99.68,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,SIMANULDANG JULU,
1.12,99.85,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,ARSE SIMATORKIS,
1.12,99.825,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,BULU SONIK,
1.16,99.845,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,PAGARAN JAE BATU,
1.2,99.81,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN,PAGARAN MALAKA,
1.31,99.94,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,PADANG LAWAS,BARUMUN TENGAH,PASAR JULU,
1.37,99.48,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,PADANG LAWAS UTARA,BATANG ONANG,JANJI MANAHAN,
1.56,101.79,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,BENGKALIS,KECAMATAN BUKIT BATU,PELINTUNG,
1.66,100.98,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,ROKAN HILIR,KECAMATAN TANAH PUTIH TANJUNG MELAWAN,BANGKO PUSAKA,
1.77,99.52,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA UTARA,TAPANULI SELATAN,SAIPAR DOLOK HOLE,SIPAGABU,
0.53,101.385,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,KOTA PEKANBARU,TAMPAN,TAMPAN,
0.29,101.26,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,KAMPAR,KECAMATAN TAMBANG,KAYU ARO,
0.143,101.363,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,KAMPAR,KECAMATAN KAMPAR KIRI HILIR,LUBUK SAKAI,
-3.85,102.5,NOAA19,7:47:21 AM,20160701,ASMC,BENGKULU,SELUMA,SUKARAJA,PADANG CAPO ULU,TB SEMIDANG BUKIT KABU REG 58
-0.89,101.67,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA BARAT,DHARMASRAYA,KUANTAN MUDIK,IBUL,
-0.85,100.79,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA BARAT,SOLOK,PAYUNG SEKAKI,KUBANG NAN RAOK,
-0.805,102.215,NOAA19,7:47:21 AM,20160701,ASMC,RIAU,INDRAGIRI HULU,KECAMATAN BATANG CENAKU,PATALING JAYA,
-0.78,101.45,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA BARAT,SIJUNJUNG,KAMANG BARU,TIMPEH MAKMUR,
-3.01,104.04,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,LAIS,TELUK KIJING II,
-2.95,103.655,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA SELATAN,MUSIBANYUASIN,BABAT TOMAN,BUMI AYU,
-2.95,101.74,NOAA19,7:47:21 AM,20160701,ASMC,BENGKULU,MUKO-MUKO,PUTRI HIJAU,HUTAN,
-2.76,101.48,NOAA19,7:47:21 AM,20160701,ASMC,BENGKULU,MUKO-MUKO,PUTRI HIJAU,HUTAN,
-2.27,101.02,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,LUNANG,
-2.22,101.04,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,BUKIT TAPUIH,
-2.21,101.01,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA BARAT,PESISIR SELATAN,LUNANG SILAUT,BUKIT TAPUIH,
-2.135,101.385,NOAA19,7:47:21 AM,20160701,ASMC,JAMBI,KERINCI,SUNGAI PENUH,SANDARAN GALEH,
-1.95,102.61,NOAA19,7:47:21 AM,20160701,ASMC,JAMBI,SAROLANGUN,PAUH,PEMATANG KABAU,TN BUKIT DUA BELAS
-1.03,102.27,NOAA19,7:47:21 AM,20160701,ASMC,JAMBI,TEBO,VII KOTO,PASEBAN,
-0.9,101.62,NOAA19,7:47:21 AM,20160701,ASMC,SUMATERA BARAT,DHARMASRAYA,SITIUNG,TABEK PANYUBARANGAN BARU,
0.5,110.645,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SANGGAU,BONTI,BANTAI,
0.4,110.755,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SANGGAU,JANGKANG,SEMOMBAT,
0.41,112.76,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,KAPUAS HULU,BUNUT HULU,SELAUP,
0.47,109.525,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,LANDAK,MANDOR,MENGKUNYIT,
2.2,117.96,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,BERAU,PULAU DERAWAN,TELUK SEMANTING,
-0.11,116.71,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,MUARA KAMAN,MUARA KAMAN ILIR,
0.243,110.353,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SANGGAU,TAYAN HULU,BINJAI,
0.33,112.46,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,KAPUAS HULU,HULU GURUNG,KELAKAR,
0.397,111.53,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU HILIR,SETUNGKUP,
0.47,111.344,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU TENGAH,KERTA SARI,
0.64,117.27,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,KUTAI TIMUR,SENGATTA,UPT RANTAU PULUNG VII,
0.64,110.13,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,LANDAK,NGABANG,TEMAHAR,
0.744,110.942,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU HULU,SEPILUK,
0.825,111.18,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU HULU,SUAK MEDANG,
0.95,113.11,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,KAPUAS HULU,KEDAMIN,SUKA MAJU,
1.29,117.2,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,KUTAI TIMUR,MUARA WAHAU,MIAU BARU,
1.3,117.18,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,KUTAI TIMUR,MUARA WAHAU,MIAU BARU,
1.42,115.36,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN UTARA,MALINAU,KAYAN HULU,LONG LEBUSAN,
2.13,117.15,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,BERAU,SEGAH,GUNUNG SARI,
2.23,117.86,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,BERAU,GUNUNG TABUR,BATU-BATU,
2.24,117.955,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,BERAU,PULAU DERAWAN,TELUK SEMANTING,
-1.25,114.155,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TENGAH,KAPUAS,MANTANGAI,DANAU RAWAH,
-2.395,116.05,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN SELATAN,KOTABARU,PAMUKAN UTARA,SENGAYAM,
-5.5,122.57,NOAA19,6:45:02 AM,20160811,ASMC,SULAWESI TENGGARA,KOTA BAU-BAU,BETOAMBARI,SULAA,
-2.38,116.21,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN SELATAN,KOTABARU,PAMUKAN UTARA,BETUNG,
1.44,115.39,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN UTARA,MALINAU,KAYAN HULU,LONG LEBUSAN,
2.84,117.57,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN UTARA,BULUNGAN,TANJUNG PALAS,TANJUNG BUKA,
-2.56,121.375,NOAA19,6:45:02 AM,20160811,ASMC,SULAWESI SELATAN,LUWU TIMUR,NUHA,MAGANI,
-5.33,119.42,NOAA19,6:45:02 AM,20160811,ASMC,SULAWESI SELATAN,GOWA,BONTONOMPO,BONTOBIRAENG,
-0.56,111.56,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,MELAWI,BELIMBING,NANGA RAYA,
-0.312,110.285,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SANGGAU,MELIAU,MERANGGAU,
-0.27,110.245,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SANGGAU,MELIAU,BALAI TINGGI,
-0.26,112.795,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SINTANG,AMBALAU,NANGA KESANGE,
-0.24,115.35,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,KUTAI BARAT,DAMAI,SEMBUAN,
1.07,112.03,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,KAPUAS HULU,BATANG LUPAR,SETULANG,
-1.82,114.54,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TENGAH,KAPUAS,MANTANGAI,TUMBANG MUROI,
-0.03,116.77,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN TIMUR,KUTAI KARTANEGARA,MUARA KAMAN,TUNJUNGAN,
-0.53,111.565,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,MELAWI,BELIMBING,NANGA KEBERAK,
-0.504,111.562,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,MELAWI,BELIMBING,NANGA KEBERAK,
-0.5,110.185,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,KETAPANG,SIMPANG HULU,SEKUCING LABAI,
0.495,112.125,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,KAPUAS HULU,SUHAID,JONGKONG HULU,
0.693,111.63,NOAA19,6:45:02 AM,20160811,ASMC,KALIMANTAN BARAT,SINTANG,KETUNGAU TENGAH,PANDING JAYA,
3.18,98.39,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,KARO,SIMPANG EMPAT,SIGARANG GARANG,
-0.164,101.942,NOAA19,7:24:57 AM,20160703,ASMC,RIAU,PELALAWAN,KECAMATAN UKUI,LUBUK KEMBANG BUNGA,TN TESSO NILO
0.23,100.99,NOAA19,7:24:57 AM,20160703,ASMC,RIAU,KAMPAR,KECAMATAN SALO,BUKIT MELINTANG,
2.305,99.035,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,TOBASAMOSIR,BALIGE,LONGAT,
2.46,100.335,NOAA19,7:24:57 AM,20160703,ASMC,RIAU,ROKAN HILIR,KECAMATAN PASIR LIMAU KAPAS,TELUK PULAI,
-2.36,102.815,NOAA19,7:24:57 AM,20160703,ASMC,JAMBI,SAROLANGUN,PELAWAN SINGKUT,MUARA DANAU,
-1.67,105.99,NOAA19,7:24:57 AM,20160703,ASMC,BANGKA BELITUNG,BANGKA,RIAU SILIP,RIAU,
-3.33,104.225,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA SELATAN,MUARAENIM,LEMBAK,TALANG NANGKA,
2.487,100.27,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,LABUHANBATU,PANAI TENGAH,TELAGA SUKA,
2.487,98.188,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,PAKPAKBHARAT,SALAK,SIBAGINDAR,
2.53,98.695,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,SAMOSIR,SIANJUR MULA MULA,BOHO,
2.531,98.152,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,PAKPAKBHARAT,SALAK,SIBAGINDAR,
2.575,100.22,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,LABUHANBATU,PANAI HILIR,SEI TAWAR,
2.607,100.187,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,LABUHANBATU,PANAI HILIR,SEI SANGGUL,
0.14,103.25,NOAA19,7:24:57 AM,20160703,ASMC,RIAU,INDRAGIRI HILIR,KECAMATAN PELANGIRAN,SIMPANG KATEMAN,
2.34,99.48,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,TOBASAMOSIR,HABINSARAN,LUMBAN PINASA,
2.31,98.715,NOAA19,7:24:57 AM,20160703,ASMC,SUMATERA UTARA,HUMBANG HASUNDUTAN,POLLUNG,HUTA PAUNG,
-2.77,101.49,NOAA19,7:24:57 AM,20160703,ASMC,BENGKULU,MUKO-MUKO,PUTRI HIJAU,HUTAN,
